ID,Name,Age,Gender,Location,School_Grade,Daily_Usage_Hours,Sleep_Hours,Academic_Performance,Social_Interactions,Exercise_Hours,Anxiety_Level,Depression_Level,Self_Esteem,Parental_Control,Screen_Time_Before_Bed,Phone_Checks_Per_Day,Apps_Used_Daily,Time_on_Social_Media,Time_on_Gaming,Time_on_Education,Phone_Usage_Purpose,Family_Communication,Weekend_Usage_Hours,Addiction_Level
721,Scott Harris,19,Other,Jessicabury,7th,8.1,8.2,86,0,1.0,3,6,2,1,1.1,73,19,1.8,2.0,0.0,Education,6,5.9,10.0
722,Heather Cunningham,19,Female,Priceville,11th,6.4,5.2,97,7,1.9,5,2,2,0,1.2,55,13,1.6,0.8,1.1,Browsing,5,6.7,9.9
723,Kristen Sosa,18,Female,Port Marcus,8th,5.1,4.2,82,8,0.2,1,7,8,0,1.3,127,20,2.2,2.2,1.5,Other,9,3.2,10.0
724,Matthew Livingston III,19,Other,Stephentown,7th,5.3,10.0,60,6,2.2,6,1,7,0,1.4,93,17,2.3,0.4,0.5,Other,3,6.3,8.3
725,Mary Ruiz,15,Male,North Dwaynemouth,11th,5.6,7.7,75,9,0.0,3,9,5,1,0.2,72,14,2.0,1.9,0.7,Browsing,3,3.1,9.9
726,Andrea Young,14,Male,Jamesstad,10th,6.7,5.2,84,6,1.2,2,10,7,0,1.9,60,19,1.4,1.1,1.4,Browsing,1,3.6,10.0
727,Cindy Adams,17,Female,Shelleychester,10th,3.8,7.0,96,6,1.1,4,5,10,0,1.6,122,8,2.0,0.1,0.7,Browsing,1,9.6,6.4
728,Mr. Angel Hansen,13,Other,Port Patriciahaven,12th,3.5,6.6,88,9,1.5,8,6,4,1,0.5,130,20,3.9,2.9,1.3,Social Media,10,5.5,10.0
729,Michelle Jackson,18,Female,Adamsside,12th,4.5,7.6,93,1,1.2,3,9,1,1,1.3,70,13,1.7,1.2,0.7,Social Media,4,5.4,7.6
730,Brandon Vargas,18,Female,New Jessica,8th,7.8,7.8,69,2,0.0,4,8,8,0,1.5,68,17,0.4,3.0,1.0,Browsing,2,5.8,10.0
731,Elizabeth Torres,16,Male,Port Catherinetown,8th,4.1,6.6,80,9,1.8,8,5,2,0,0.2,73,16,3.7,1.6,2.6,Education,9,4.9,10.0
732,Maria Ellis,16,Other,West Thomasberg,11th,6.3,4.4,74,7,1.9,8,10,6,1,0.7,129,10,1.5,1.6,0.4,Browsing,10,6.7,10.0
733,Brett Bowman,17,Female,Alyssaton,10th,5.4,6.1,69,9,1.4,4,7,1,0,0.9,132,11,3.8,1.2,0.7,Browsing,7,6.5,10.0
734,Jessica Soto,13,Other,Bowenmouth,11th,2.4,5.6,79,10,1.5,5,2,3,1,0.4,34,12,1.4,3.8,1.1,Gaming,5,5.9,7.9
735,Kimberly Clements,16,Other,Howeside,7th,0.0,7.6,71,6,0.8,6,8,6,0,1.7,98,5,2.2,0.0,1.3,Social Media,3,11.1,1.4
736,Matthew Smith,15,Male,Smithberg,9th,0.3,6.5,56,2,2.0,1,1,1,0,1.3,135,16,1.1,0.0,1.0,Browsing,2,5.0,4.1
737,Jerry Taylor,15,Male,North Ericland,12th,5.2,8.2,91,9,0.4,6,7,7,1,1.0,91,8,1.8,0.0,1.0,Other,6,6.1,6.3
738,Shelley Olson,16,Female,Port Steven,10th,4.4,9.5,84,5,0.9,1,2,10,0,0.9,71,13,3.2,1.9,0.0,Education,4,7.9,8.8
739,Dennis Swanson,17,Other,South David,11th,4.5,9.1,78,1,1.3,4,8,3,0,1.7,133,20,3.8,1.6,1.5,Browsing,9,4.3,10.0
740,Megan Dominguez,15,Other,South Jonathan,8th,4.6,7.1,82,6,0.0,6,9,6,1,0.9,79,20,3.4,0.9,0.0,Other,6,8.3,10.0
741,Stephanie Diaz,17,Other,Millerhaven,12th,6.0,6.1,71,8,1.9,9,10,6,0,0.6,99,17,4.7,0.0,0.7,Education,9,3.5,10.0
742,Anthony Wilson,15,Female,Torresport,9th,5.8,9.9,50,7,2.2,5,7,6,0,1.2,137,12,3.1,1.1,1.3,Social Media,6,4.1,10.0
743,Michael Wheeler,13,Other,North Tara,8th,5.3,8.7,85,2,1.6,5,4,4,0,1.2,58,11,0.7,0.3,0.0,Gaming,2,6.8,5.3
744,Mr. Jorge Patton,17,Other,Lake David,8th,5.5,7.3,66,4,2.3,1,8,1,1,0.5,89,7,3.3,3.8,1.1,Education,10,7.7,10.0
745,Jennifer Wilson,14,Other,Hobbsland,9th,4.9,5.7,95,7,0.0,8,2,2,0,0.8,88,17,3.5,3.1,0.7,Social Media,8,5.4,10.0
746,Robert Powell,13,Female,North Shawnberg,8th,5.6,8.3,94,2,0.0,4,6,9,0,1.0,144,5,1.8,0.9,1.8,Social Media,9,5.7,8.0
747,Erica Allen,15,Female,Desireeville,12th,4.7,5.2,58,10,0.5,2,10,5,1,0.6,65,17,2.2,0.7,1.0,Social Media,8,6.1,9.7
748,Melissa Horn,17,Female,Brendaport,7th,3.4,6.8,87,2,1.1,9,1,4,1,0.5,80,11,2.2,1.2,1.7,Social Media,6,6.3,7.2
749,Shannon Evans,18,Female,Spencerland,10th,3.9,5.8,73,9,1.5,3,4,3,1,1.5,103,11,1.6,0.7,0.3,Browsing,5,5.0,7.6
750,Lauren Rivera,13,Male,Kellyton,10th,3.4,6.0,85,2,1.2,1,2,7,0,1.0,97,13,3.2,0.0,0.3,Education,6,5.2,8.1
751,Michelle Morgan,14,Other,Ronaldfurt,9th,4.5,5.7,92,10,1.1,3,10,10,1,1.1,144,12,3.7,0.6,1.3,Education,2,7.2,10.0
752,Jason Brown,14,Female,Kennethfurt,10th,7.3,7.0,87,5,0.0,2,2,8,0,0.5,35,8,1.9,3.3,3.0,Browsing,6,6.5,10.0
753,James Frazier,13,Male,Jenniferbury,7th,7.5,5.2,68,6,0.8,7,6,7,0,0.0,84,11,2.1,2.7,0.1,Browsing,3,6.8,10.0
754,Matthew Gardner,19,Female,Clarkton,8th,8.5,7.5,98,2,0.6,8,8,1,1,1.5,73,12,1.0,1.0,0.3,Other,4,5.5,10.0
755,Robert Ruiz,19,Female,Claireville,8th,1.4,8.4,63,1,1.1,3,4,10,1,0.9,130,20,3.2,1.1,1.5,Browsing,4,5.5,8.1
756,Brandon Peters,17,Other,Lake Anthonyland,7th,3.0,5.7,66,6,0.7,2,3,2,0,1.4,39,14,2.8,1.8,0.3,Education,2,6.5,8.3
757,Alyssa Davidson,14,Other,Bryanhaven,8th,3.9,6.8,50,10,1.2,2,1,9,0,0.8,115,19,2.3,1.6,1.8,Education,10,3.5,10.0
758,Andrea Booth,15,Other,East Jamesbury,7th,5.7,7.7,51,6,1.9,4,3,2,1,1.2,121,9,1.7,0.7,0.7,Social Media,6,2.0,8.5
759,Erika Miller PhD,17,Female,Lake Samantha,10th,0.8,5.7,65,10,1.8,5,6,1,1,1.2,128,11,3.2,2.3,2.4,Gaming,3,7.2,8.2
760,Heather Castro,16,Male,Stewartchester,7th,8.1,9.5,65,6,1.8,6,2,1,1,0.6,38,20,0.0,1.3,0.4,Browsing,5,2.8,9.4
761,Kirk Hart,18,Male,Ashleemouth,11th,6.8,8.4,95,5,0.4,1,5,7,1,1.0,103,8,1.2,1.1,0.9,Gaming,2,12.6,8.6
762,David Fitzgerald,13,Female,West Jessica,9th,4.6,6.8,93,9,1.7,9,2,5,0,1.0,150,16,3.7,0.6,0.7,Education,4,3.4,10.0
763,Abigail Arias,16,Other,Lake Lawrence,11th,4.1,6.1,69,1,2.5,9,6,1,1,1.1,119,15,1.5,3.1,1.4,Social Media,5,6.3,10.0
764,Brandy Williams,13,Male,Stephanieburgh,7th,7.7,7.5,58,0,1.4,9,10,6,0,1.2,41,9,3.6,1.2,1.7,Browsing,10,4.7,10.0
765,Laura Griffin,13,Female,Lake Stephanieport,11th,3.9,6.3,98,4,1.5,8,3,7,1,1.0,84,9,1.5,0.8,1.1,Gaming,8,3.7,6.5
766,Marcus Bullock,13,Female,Port Allisonfort,7th,3.0,4.2,67,0,0.8,7,8,2,1,0.2,42,19,1.1,2.6,1.4,Gaming,6,6.8,9.2
767,Laura Rice,18,Male,Woodshire,11th,7.8,8.5,71,9,1.2,6,5,10,1,0.7,41,10,2.9,3.1,0.9,Education,2,7.4,10.0
768,Casey West,16,Male,Pageville,8th,6.5,8.0,85,8,0.8,2,5,4,0,1.0,135,13,5.0,1.8,0.6,Browsing,2,7.5,10.0
769,Debbie Schmidt,17,Other,North Kevinshire,9th,1.9,6.8,99,7,1.4,1,4,3,1,1.7,80,18,2.2,0.9,1.4,Browsing,4,6.0,6.8
770,Timothy Davis,14,Female,South Tracystad,7th,4.6,5.2,88,9,0.6,8,10,1,1,0.7,129,15,1.1,2.0,0.4,Other,9,8.1,10.0
771,Christian Jimenez,13,Female,North Lisaton,11th,7.5,5.7,70,8,0.9,4,10,5,0,1.4,52,13,1.4,1.4,1.0,Browsing,8,3.5,10.0
772,Amanda Baker,13,Male,Alvarezview,11th,2.4,6.2,63,2,0.5,7,8,5,0,0.9,88,5,1.1,1.8,0.9,Social Media,1,4.5,5.0
773,Sue Harris,18,Female,Timothybury,7th,7.2,9.7,74,0,0.0,4,1,4,0,1.3,140,14,2.5,0.7,0.9,Gaming,8,10.7,10.0
774,Mrs. Brittney Greene,16,Other,Ianborough,11th,0.0,5.7,94,2,0.6,5,5,7,1,1.4,122,18,3.2,0.9,1.7,Education,6,5.7,7.3
775,Thomas Gaines,18,Other,Graceshire,9th,1.8,6.6,75,8,0.4,2,3,4,1,0.9,67,16,1.6,1.2,0.0,Education,6,3.1,5.8
776,Jessica Kane,13,Female,New Stephanie,10th,6.2,6.2,73,4,1.2,7,8,6,0,1.1,24,16,1.8,2.9,1.1,Browsing,5,9.0,10.0
777,Nathaniel Brown,14,Other,West Willie,10th,2.0,7.3,58,8,1.8,3,9,1,1,2.0,92,6,1.4,1.0,0.5,Gaming,10,6.9,3.8
778,Jacob Mccullough,19,Other,Raymondside,12th,3.1,6.8,84,3,1.4,5,5,10,1,1.4,85,7,2.2,2.3,2.1,Education,1,8.7,7.3
779,Miss Lisa Kennedy,19,Male,North Joseph,9th,8.1,7.1,77,1,0.9,7,4,8,0,0.9,22,6,3.4,0.8,1.9,Gaming,4,5.6,10.0
780,Robert Holland,18,Other,East Kelly,10th,3.0,7.3,92,3,1.1,9,8,6,1,0.4,72,13,3.5,0.5,1.6,Education,5,5.0,7.4
781,Raymond Callahan,17,Other,Butlerstad,10th,3.8,6.4,78,1,0.7,6,6,8,0,1.0,25,7,2.8,2.5,1.6,Browsing,3,7.0,7.8
782,Eric Kline DDS,13,Other,West Peterfurt,10th,3.9,8.4,98,7,1.1,9,2,5,1,1.2,82,8,4.1,2.0,1.6,Browsing,6,11.0,9.0
783,Jeffrey Walker,18,Other,Markmouth,10th,5.1,4.0,98,1,0.9,10,1,7,1,0.6,138,20,1.9,3.2,1.1,Other,6,5.2,10.0
784,Kathryn Romero,17,Female,West Nancyfort,8th,3.8,6.3,65,10,0.3,1,5,7,0,1.5,83,18,3.1,3.7,0.9,Browsing,2,5.9,10.0
785,Craig Morales,16,Female,Patriciatown,9th,5.8,6.4,53,10,3.4,7,5,2,1,0.6,100,5,2.5,0.2,0.9,Browsing,6,6.9,8.3
786,Amy Woods,19,Male,South Katieshire,11th,3.9,7.2,66,5,0.0,10,10,1,1,1.0,84,13,3.9,1.6,0.0,Social Media,5,4.7,10.0
787,Sheila Woodward,18,Male,Montoyaville,9th,8.4,6.0,88,6,2.5,3,2,2,0,0.8,77,8,1.0,2.5,2.4,Social Media,4,4.4,10.0
788,Richard Dawson,16,Male,West Jody,8th,4.8,7.7,50,8,0.9,2,4,8,1,0.9,102,8,2.2,0.6,1.7,Social Media,4,8.9,7.4
789,Rachel Richardson,18,Male,Wagnertown,12th,3.4,7.3,82,4,0.0,6,9,2,0,0.6,51,12,2.1,0.0,0.0,Gaming,1,3.0,5.3
790,Ethan Marquez,19,Male,Port Zacharyborough,7th,4.7,5.2,99,7,1.2,5,4,1,1,0.2,36,16,2.6,1.6,1.6,Gaming,2,0.7,10.0
791,Mary Booker,18,Male,North Josephmouth,11th,6.8,7.9,97,7,2.2,3,10,9,1,0.4,126,11,2.2,2.6,0.8,Education,10,5.9,10.0
792,Michael Young,13,Other,Amychester,7th,6.7,5.2,59,6,1.0,4,1,1,1,1.5,68,16,5.0,1.1,0.4,Social Media,5,2.0,10.0
793,Krystal Ellis,15,Female,New Denise,8th,1.5,9.0,95,4,0.0,8,8,3,0,0.5,84,10,3.3,2.5,1.4,Gaming,1,4.6,6.5
794,Andrew Brown,13,Female,Nixonville,9th,3.8,5.5,96,3,0.4,10,1,9,1,1.3,102,15,3.1,1.5,1.2,Social Media,5,6.8,10.0
795,Yvonne Davis,14,Female,Peterside,9th,3.7,6.9,65,6,0.1,2,4,10,0,1.0,149,10,1.1,0.1,1.0,Social Media,6,6.1,6.4
796,Kyle Woodard,19,Female,Bakertown,7th,1.5,6.3,87,1,0.9,6,1,10,1,1.4,45,8,3.1,2.8,0.7,Social Media,4,8.1,6.7
797,Christopher Chavez,15,Female,Davidhaven,11th,6.6,7.6,61,5,1.5,6,2,2,1,0.0,28,20,3.0,1.8,1.2,Other,2,5.4,10.0
798,Lisa Snow,16,Other,South Lisaport,12th,6.6,9.1,64,10,0.9,6,1,8,0,0.8,147,10,2.8,1.0,0.9,Social Media,7,7.8,10.0
799,Joshua Welch,13,Other,Port Jason,7th,4.3,7.4,72,8,0.6,3,4,9,0,1.5,32,16,4.1,0.9,1.0,Other,3,8.0,9.4
800,Zachary Moore,16,Male,Lake Emilyhaven,9th,7.8,5.5,96,8,1.6,8,1,6,0,1.1,74,18,2.7,3.2,0.0,Gaming,6,6.8,10.0
801,Lindsay Fry,18,Male,Sherryfort,7th,7.1,6.8,86,10,1.7,4,7,8,1,0.9,45,5,4.0,0.1,1.3,Education,7,7.1,9.7
802,Savannah Gonzales,17,Other,Lake Jacqueline,7th,5.3,4.5,96,8,1.5,5,5,3,1,2.0,108,18,2.3,1.2,1.3,Gaming,1,4.8,10.0
803,Linda Moore,16,Male,Lozanoport,11th,5.9,7.9,77,9,1.1,1,10,8,0,1.5,132,10,1.7,0.6,0.4,Social Media,3,3.6,8.9
804,Joan Mooney,17,Male,South Travis,12th,4.5,6.0,81,8,0.1,2,7,9,1,1.2,58,18,2.1,2.5,0.9,Education,2,4.8,10.0
805,Matthew Pena,17,Female,East Michaelville,7th,5.6,9.7,95,4,0.0,8,5,4,0,1.3,128,5,0.2,1.9,0.3,Social Media,2,8.3,6.4
806,Donna Martinez,19,Male,Andrewsmouth,12th,4.5,6.8,85,0,1.7,1,5,7,0,1.1,143,7,2.1,0.7,0.7,Other,4,6.3,8.2
807,Stacey Mercer MD,14,Female,Amyland,7th,6.9,6.4,85,7,0.9,6,10,4,1,1.5,124,12,1.7,0.7,0.6,Gaming,6,6.6,10.0
808,Brendan Mcdaniel,13,Other,Georgeton,10th,4.5,6.4,61,7,1.2,10,6,5,1,1.4,121,15,0.9,0.7,1.4,Education,7,6.5,8.3
809,Marcus Villanueva,13,Male,Marieberg,9th,7.1,8.3,55,10,1.6,3,6,7,0,0.9,29,13,3.5,2.9,1.4,Social Media,1,9.2,10.0
810,Jesse Gonzalez,16,Other,South Brandonfurt,7th,4.9,6.7,52,10,1.3,9,3,1,0,0.1,67,10,0.8,1.8,0.6,Gaming,8,6.1,7.5
811,Dr. Jordan Hamilton,14,Female,Williamsside,7th,4.9,6.8,58,10,0.0,10,4,3,1,1.7,72,19,1.3,2.2,1.3,Gaming,2,10.6,10.0
812,Elizabeth Horn,19,Male,North Michaelton,12th,4.8,9.1,75,2,1.4,2,7,7,1,0.4,103,16,1.6,2.4,1.0,Browsing,1,5.3,9.5
813,Ashley Ingram,19,Female,Sawyerchester,10th,7.6,7.5,61,0,2.1,4,8,4,1,0.6,100,16,2.1,2.4,0.8,Other,7,5.6,10.0
814,Jason Mccann,17,Female,Cynthiastad,9th,3.2,5.9,60,5,0.7,3,9,2,0,1.6,102,19,3.0,0.2,0.0,Other,5,4.8,9.3
815,Jennifer Cabrera,14,Other,New Hannahmouth,11th,5.8,9.7,90,3,0.7,9,2,10,1,0.7,133,12,2.5,1.8,1.0,Browsing,8,5.6,10.0
816,Sean Dillon,19,Female,Santiagofort,7th,4.3,6.6,68,3,1.4,5,7,7,0,0.8,150,6,2.4,1.4,0.0,Gaming,3,9.8,9.0
817,Dylan Brown,13,Male,Lake Sharon,10th,6.5,4.5,90,8,2.6,4,5,6,0,1.5,82,19,2.8,2.5,1.3,Gaming,3,2.0,10.0
818,Amber Erickson,15,Female,Klineburgh,11th,4.3,7.8,73,7,0.0,3,4,10,1,2.0,69,15,2.7,1.5,0.6,Education,1,7.5,9.0
819,Lisa Smith,19,Other,Carlsonview,12th,3.5,5.6,86,3,1.6,1,7,3,0,0.5,65,8,0.5,1.2,0.0,Other,2,7.6,5.3
820,Miguel Williams,13,Male,East Brianstad,9th,5.9,8.1,65,8,0.3,5,10,1,1,1.8,140,17,2.3,3.2,0.5,Education,1,7.5,10.0
821,Veronica Kramer,15,Male,Suzanneland,10th,2.5,3.4,87,1,1.1,7,3,2,0,1.3,55,12,3.9,1.3,3.0,Gaming,8,7.9,9.5
822,Peter Villa,14,Female,Frankborough,10th,5.5,5.7,92,7,0.6,10,10,5,0,1.2,91,12,2.3,0.9,1.4,Browsing,1,3.9,10.0
823,Elizabeth Myers,18,Other,South Nathan,11th,4.2,6.3,51,1,1.2,1,1,4,0,0.0,27,8,1.9,1.5,0.4,Education,8,10.6,6.6
824,Adam Young,16,Male,Matthewstad,9th,0.0,7.1,78,3,0.3,8,10,8,0,0.4,22,14,4.0,2.3,0.3,Education,1,7.3,6.0
825,Evan Henry,16,Female,Bradfordstad,10th,8.3,3.3,54,4,0.3,1,1,3,1,0.2,75,8,2.1,2.2,1.1,Education,9,5.8,10.0
826,Lisa Ross,17,Other,North Jodi,7th,6.1,7.6,75,8,1.7,5,1,9,0,0.4,69,18,2.3,0.5,1.4,Social Media,2,8.4,10.0
827,Wendy Huerta,14,Male,North Davidhaven,10th,4.4,6.0,98,9,1.8,8,5,4,1,1.0,95,14,3.7,1.8,1.8,Other,3,6.8,10.0
828,Melissa Snyder,15,Male,Penaborough,10th,2.2,5.5,72,4,1.4,5,1,1,0,1.1,131,5,1.9,1.5,1.7,Social Media,4,4.7,6.5
829,Pamela Collins,15,Female,South Christopherville,12th,7.0,8.2,68,4,0.6,3,5,7,0,1.1,148,17,3.5,2.1,1.3,Gaming,1,5.4,10.0
830,Nicole Sanders,14,Male,West Johnhaven,9th,3.8,6.8,78,7,1.4,2,9,2,1,1.2,43,7,2.0,2.3,0.7,Browsing,2,8.0,7.0
831,Michael Garcia,14,Male,Greenstad,8th,5.7,6.2,99,3,0.5,6,10,1,1,1.2,36,6,3.0,1.0,0.7,Gaming,2,6.4,8.5
832,Debbie Floyd,15,Female,East Ashleyshire,7th,9.1,6.0,56,7,0.1,10,1,1,1,0.0,120,9,1.5,2.3,1.5,Browsing,8,3.4,10.0
833,David Newton,19,Other,West Scott,10th,2.8,7.1,64,1,0.1,4,2,4,1,0.8,109,12,3.1,1.0,1.6,Social Media,7,4.6,7.9
834,Dylan Spencer,18,Female,West Jared,12th,2.2,6.0,83,2,1.4,8,1,6,1,0.5,92,16,1.1,2.0,1.0,Gaming,5,4.4,7.3
835,Jason Smith,18,Female,Wardmouth,11th,7.0,5.1,96,5,1.8,2,8,4,1,0.8,142,7,3.0,2.3,0.8,Other,10,4.7,10.0
836,Kimberly Brown,16,Male,Robertside,7th,4.8,8.6,59,5,0.7,5,6,1,1,0.6,93,9,1.6,3.0,1.7,Browsing,8,6.2,8.8
837,Jerome Grant,15,Male,Gallagherland,8th,7.9,9.7,84,8,1.1,3,2,1,0,0.7,47,20,4.7,1.0,0.6,Gaming,6,6.8,10.0
838,Kevin Wagner MD,15,Female,New Stephaniemouth,7th,3.9,7.0,90,2,1.0,6,5,7,1,0.5,143,16,2.4,0.3,0.0,Social Media,6,5.2,9.2
839,Dawn Henry,13,Male,Johnhaven,8th,5.2,6.4,61,10,2.4,5,6,8,1,0.8,136,7,2.6,3.5,0.7,Education,1,5.7,10.0
840,Michael Strickland,15,Male,Jonesborough,12th,5.9,7.4,84,8,0.6,10,2,1,0,1.5,49,12,2.0,1.7,0.2,Education,10,4.1,9.3
841,Randy Hunt,14,Male,Jennybury,12th,2.1,4.6,57,1,1.0,3,6,7,1,1.0,86,13,2.3,2.1,0.8,Education,9,5.4,8.5
842,Michael Maldonado,18,Other,Lake Michael,8th,4.3,7.8,78,8,1.6,6,1,10,1,0.9,42,19,2.0,0.0,0.8,Education,9,7.6,7.0
843,John Fletcher,16,Other,Jimenezside,8th,5.6,6.9,96,8,0.5,10,1,1,0,1.2,87,17,3.7,0.3,0.8,Education,10,6.5,10.0
844,Joseph Taylor,18,Male,Lake Nicole,12th,5.0,8.5,55,9,0.3,8,4,7,0,0.7,133,5,1.8,0.1,2.2,Social Media,7,6.0,6.3
845,Henry Acosta,19,Female,Greeneland,7th,6.0,6.9,77,10,0.7,4,6,5,1,0.9,54,7,2.6,0.2,2.2,Gaming,5,8.2,7.8
846,David Cox,18,Female,Gonzalezton,10th,3.3,8.7,72,9,1.4,10,4,5,1,0.0,144,9,1.7,0.6,0.7,Education,4,10.4,5.9
847,Daniel Rowland,19,Male,East Jonathan,10th,4.2,8.3,81,7,1.6,9,10,8,1,0.4,96,20,1.9,3.8,0.3,Education,10,5.3,10.0
848,Samantha Castillo,17,Male,Douglasport,11th,5.0,7.1,74,9,1.7,9,9,5,1,1.0,66,18,3.1,2.2,0.2,Browsing,9,9.3,10.0
849,Frank Davis,19,Female,West Kelly,10th,7.3,4.9,73,6,0.8,10,9,8,1,1.2,33,15,2.5,0.6,0.6,Browsing,3,7.0,10.0
850,Bradley Brooks,17,Other,Port David,12th,7.0,5.0,50,9,2.1,5,10,1,0,1.3,51,19,2.5,1.8,1.8,Other,10,7.9,10.0
851,Patricia Mcfarland,18,Male,Derekborough,10th,3.0,3.1,66,7,0.0,3,6,9,0,1.4,33,20,3.4,1.6,1.2,Gaming,6,5.5,10.0
852,Rebekah Martinez,17,Other,South Maurice,7th,6.1,4.6,85,4,1.4,5,2,7,1,0.1,39,5,2.6,0.4,1.2,Gaming,5,5.8,8.6
853,April Patton,18,Other,Port Michaelhaven,10th,3.4,4.4,85,7,0.2,9,7,7,0,0.0,51,20,2.6,0.0,2.0,Other,6,4.7,8.8
854,Kathryn Anderson,15,Other,Port Katie,12th,6.3,6.9,71,3,0.4,6,9,5,0,0.8,32,17,2.5,2.8,2.3,Gaming,6,4.2,10.0
855,Michael Campbell,18,Female,Hicksburgh,9th,4.7,8.6,73,7,1.4,10,6,8,0,0.7,115,10,2.8,1.7,0.9,Other,6,7.3,9.2
856,Joseph Johnson,19,Other,Parkerburgh,7th,6.1,5.3,75,6,0.4,7,8,5,0,1.8,58,12,5.0,0.2,0.9,Browsing,4,5.3,10.0
857,Ashley Mathews,17,Other,South Sandra,10th,5.2,5.7,53,6,0.1,5,6,4,0,1.1,24,7,3.5,0.6,0.6,Gaming,2,4.8,8.3
858,Derek Moore,14,Female,Candicechester,12th,4.4,3.0,94,3,0.0,2,1,2,1,0.2,142,8,3.4,1.0,1.3,Social Media,7,7.3,10.0
859,Jennifer Navarro,16,Other,West Gary,10th,3.1,6.3,59,8,2.3,6,10,2,0,0.6,39,18,3.3,2.3,1.5,Other,2,3.0,9.9
860,Felicia Prince,15,Other,Zacharyland,7th,6.1,5.8,99,7,1.7,8,7,7,0,0.2,66,19,4.2,0.0,1.3,Gaming,7,8.9,10.0
861,Tracey Green,16,Male,Ortizview,9th,7.7,3.5,71,10,0.0,2,2,5,1,0.9,32,19,4.2,2.8,1.4,Gaming,5,5.6,10.0
862,Joel Patterson,18,Other,Jessicabury,8th,8.1,7.8,84,8,1.0,2,5,7,0,0.9,53,10,2.0,0.0,0.5,Browsing,2,7.0,9.3
863,Ronald Robertson,15,Female,West Amber,8th,5.3,8.8,99,9,0.7,4,9,3,1,1.3,119,11,0.7,2.9,1.8,Other,4,6.2,9.1
864,Nicholas Brown,13,Other,South Jose,7th,4.0,6.0,51,2,1.0,4,6,3,1,0.3,113,20,3.7,1.9,0.0,Other,4,7.4,10.0
865,Jennifer Chavez,14,Female,Robertside,11th,4.5,6.2,97,6,0.8,3,10,10,0,1.0,90,7,3.1,0.4,0.0,Browsing,8,8.9,8.1
866,Sheila Powell,15,Male,New Davidhaven,11th,5.4,6.1,80,10,1.3,1,5,8,1,0.8,108,13,1.3,0.7,1.2,Gaming,6,1.4,9.1
867,Melissa Johnson,18,Female,North Austin,9th,5.0,5.0,77,9,0.4,7,1,8,0,0.4,124,9,3.0,1.5,0.1,Education,9,7.5,10.0
868,Erin Green,16,Female,Jonesfurt,11th,4.5,3.1,74,7,0.8,2,8,4,1,1.2,45,12,2.2,3.0,0.7,Social Media,7,5.4,10.0
869,Frederick Roberts,16,Other,Port Ronaldmouth,9th,2.9,8.0,76,0,1.6,4,7,6,1,0.7,128,5,1.5,0.2,0.7,Other,4,3.6,4.2
870,Jeffrey Jordan,19,Male,South Michael,8th,4.5,8.7,100,2,1.9,5,10,5,0,1.0,127,6,2.7,2.4,1.0,Browsing,2,5.5,9.0
871,Jeremy Stone,18,Female,East Tiffanyton,9th,7.1,7.7,99,10,0.2,3,1,9,0,0.7,96,13,5.0,1.6,1.0,Gaming,7,6.7,10.0
872,Debbie Walters,18,Male,Thomasville,12th,5.4,9.2,57,0,1.6,3,5,3,0,0.1,66,14,1.7,0.1,1.1,Gaming,6,8.9,6.7
873,Troy Stephens,13,Female,Port Joyborough,11th,5.5,9.3,57,8,1.3,2,4,10,1,0.8,119,19,2.5,1.0,0.5,Gaming,6,5.1,10.0
874,Savannah Taylor,15,Male,South Colleenborough,12th,1.9,6.3,61,1,2.0,7,3,5,0,1.0,26,20,1.6,1.7,1.9,Browsing,2,8.0,6.6
875,Mark Caldwell,18,Other,Joneschester,10th,3.7,7.1,64,0,1.4,3,10,5,0,0.9,148,16,2.1,2.8,1.7,Browsing,7,6.2,10.0
876,Samuel Johnson,16,Female,New Gregory,9th,6.7,4.6,85,7,1.2,8,7,1,1,2.1,115,5,2.2,1.7,0.9,Education,4,4.7,10.0
877,Kristen Moore,14,Other,East Alyssaside,9th,4.5,5.6,95,3,0.0,1,6,4,0,1.0,27,18,2.6,1.8,0.8,Gaming,4,9.2,10.0
878,Donna Wood,18,Other,Stevenshire,11th,7.8,8.0,61,1,0.5,1,3,2,1,1.1,89,18,2.9,0.5,0.8,Education,1,8.8,10.0
879,Michael Johnson,16,Male,New Lori,9th,4.1,6.2,61,6,0.2,3,7,10,1,1.3,46,12,2.7,2.6,0.8,Social Media,1,4.4,9.6
880,Duane Rivers,16,Female,North Alexton,10th,5.0,6.1,53,0,1.6,1,4,8,0,0.6,85,5,3.5,0.8,1.1,Education,9,6.6,9.0
881,Robin Dougherty,15,Other,South Jasmine,11th,1.3,7.4,77,1,0.0,8,10,4,0,1.6,106,16,2.6,1.7,0.2,Other,2,5.9,7.2
882,Bridget Santos,18,Other,South Bobbyland,10th,10.6,6.7,79,6,0.2,4,5,5,0,0.5,97,20,1.0,1.8,2.2,Education,1,7.4,10.0
883,Autumn Walters,14,Other,North Terry,9th,4.7,5.6,65,10,2.2,8,4,5,0,1.5,125,13,3.3,0.4,0.1,Other,10,7.9,10.0
884,Shelley Bass,19,Other,Sherryburgh,11th,7.1,3.8,91,7,1.4,7,4,10,0,1.3,67,5,2.7,1.2,1.0,Education,1,4.1,10.0
